Customer ID,total_orders,total_items,total_spend,unique_products
13831,18,2393,6585.54,121
13832,2,420,609.89,54
13833,2,243,700.41,43
13834,2,221,324.19,15
13835,7,520,1095.27,60
13836,2,273,620.37,29
13837,2,182,266.59000000000003,17
13838,10,694,1690.07,328
13839,1,25,139.95000000000002,7
13840,1,358,651.4,40
13841,1,100,85.0,1
13842,18,2716,5319.34,214
13843,1,145,319.75,18
13844,1,196,361.62,20
13845,1,182,312.98,9
13846,4,705,1307.79,81
13847,1,96,310.72,19
13848,8,9200,3015.0,3
13849,5,1883,3469.3,189
13850,1,944,1595.48,93
13851,8,2525,4606.46,111
13852,1,85,187.35000000000002,11
13853,1,312,1090.1399999999999,23
13854,39,3642,11944.56,61
13855,4,575,1310.3400000000001,64
13856,11,1105,1142.03,33
13857,6,782,1001.01,99
13858,1,75,216.17000000000002,11
13859,2,167,515.86,34
13860,5,591,1245.9,58
13861,2,225,273.26,21
13862,9,1927,2556.09,113
13863,4,553,1239.55,59
13864,1,192,662.4000000000001,1
13865,4,204,501.56,26
13866,1,57,145.67,7
13867,3,501,1005.09,51
13868,2,1964,3192.54,32
13869,10,4302,7996.87,502
13870,15,3449,5712.08,159
13871,17,3502,7885.85,183
13872,3,339,919.57,51
13873,8,472,1038.92,55
13874,7,864,2049.15,46
13875,14,3072,4814.37,159
13876,1,36,122.7,7
13877,3,478,449.68,23
13878,4,927,2416.9,93
13879,1,204,395.5,25
13880,17,2535,4293.86,148
13881,43,29760,45179.1,182
13882,5,953,1191.13,54
13883,15,3584,6560.02,200
13884,10,752,1825.03,108
13885,2,182,506.8,28
13886,1,126,243.56,16
13887,1,147,349.55,19
13888,7,795,2001.5900000000001,124
13889,6,979,1991.23,57
13890,14,1392,2927.38,100
13891,3,476,859.21,97
13892,6,3125,1267.65,33
13893,1,190,821.1,21
13894,3,354,564.62,25
13895,6,2060,4008.52,154
13896,1,149,388.55,21
13897,3,820,1160.72,58
13898,2,544,686.4,43
13899,2,156,388.52,19
13900,6,938,1610.5900000000001,80
13901,15,3344,5676.34,280
13903,1,103,165.45000000000002,10
13904,2,332,332.64,24
13905,1,135,312.65,12
13906,1,100,42.0,1
13907,1,68,136.8,4
13908,4,1478,2369.55,104
13909,2,301,282.85,35
13911,20,4487,4234.99,178
13912,1,29,124.95,7
13913,1,10,42.22,3
13914,2,380,626.45,28
13915,1,24,70.80000000000001,2
13916,4,673,1275.81,72
13917,2,228,272.04,16
13918,2,1140,1212.8400000000001,30
13920,4,1772,1774.68,81
13921,4,210,730.7,36
13922,3,467,865.2,30
13923,1,185,351.13,20
13924,6,1575,1838.8500000000001,90
13925,4,331,678.25,28
13926,1,104,223.85000000000002,11
13927,2,463,708.26,37
13928,4,129,464.57,23
13929,11,1566,3494.1,38
13930,2,274,337.34,15
13931,11,3488,5257.38,205
13932,1,72,307.4,16
13933,2,205,608.79,23
13934,1,390,922.1,31
13935,3,2252,6116.92,67
13936,3,661,939.6600000000001,56
13937,2,587,880.13,54
13938,1,70,71.66,7
13939,7,1608,1560.96,91
13940,4,516,839.14,39
13941,15,4782,10027.18,42
13942,1,1000,320.0,1
13943,1,94,246.54000000000002,15
13944,1,153,200.43,35
13945,2,413,854.1500000000001,49
13946,6,2847,1876.23,49
13947,1,44,90.60000000000001,5
13948,4,248,548.76,23
13949,6,2474,2427.32,124
13950,4,323,745.0600000000001,33
13951,3,459,674.45,38
13952,14,5947,12823.521,238
13953,12,5224,6640.68,8
13954,2,150,439.92,24
13955,3,272,544.0699999999999,82
13956,5,486,1019.27,123
13957,3,157,458.25,21
13958,8,2264,4709.2300000000005,172
13959,6,694,1064.77,120
13960,2,142,230.22,11
13961,1,226,538.4,19
13962,3,160,362.8,23
13963,17,2007,2860.57,129
13964,2,228,438.9,22
13965,3,425,996.61,23
13966,1,760,384.26,21
13967,2,66,166.3,4
13968,1,174,123.66,8
13969,35,6640,12973.460000000001,472
13970,2,469,846.55,10
13971,14,3084,4667.57,184
13972,2,187,190.25,15
13973,1,109,264.7,11
13974,2,356,677.72,43
13975,12,3884,5256.4,434
13976,4,452,1192.3600000000001,49
13977,1,303,519.8100000000001,13
13978,2,315,196.79,14
13979,7,2270,3379.93,356
13980,5,463,768.8199999999999,57
13981,1,234,331.14,22
13982,9,2478,3954.29,123
13983,21,3925,6753.89,238
13984,12,1301,1893.8,53
13985,22,4936,10020.86,149
13986,1,430,320.46,12
13987,2,492,682.54,46
13988,8,3385,4757.8,218
13989,5,2207,2026.06,61
13990,1,190,311.3,16
13991,6,995,852.88,58
13992,3,154,219.5,10
13993,19,2135,6775.71,110
13994,6,932,2274.14,122
13995,14,2359,3902.01,146
13996,2,613,895.76,29
13997,3,143,376.46,36
13998,3,204,566.7,30
13999,29,5043,9502.26,174
14000,5,1838,2046.34,28
14001,9,1779,4228.85,60
14002,2,877,529.73,47
14003,1,149,209.41,16
14004,11,3425,6258.45,127
14005,5,2478,2874.72,53
14006,7,2181,2196.67,55
14007,1,16,79.48,5
14008,1,326,509.04,32
14009,3,951,1099.91,71
14010,2,177,445.15,20
14011,2,644,457.82,32
14012,1,160,328.8,11
14013,5,775,1084.57,56
14014,3,2004,1948.21,76
14015,1,378,917.34,20
14017,1,73,229.75,14
14018,1,224,367.15,13
14019,3,1037,1421.6100000000001,37
14020,4,648,1249.01,63
14021,7,878,1716.58,84
14022,2,681,792.15,45
14023,2,345,584.07,30
14024,3,238,645.74,33
14025,8,1914,4057.9,60
14026,2,427,713.11,43
14027,1,62,104.82,6
14028,3,7170,10396.5,3
14029,2,198,467.66,15
14030,20,4215,7521.8,591
14031,44,13783,39019.51,280
14032,16,3740,4546.41,79
14033,1,576,109.44,1
14034,3,420,648.89,82
14035,9,1405,2794.75,70
14036,1,268,626.65,38
14037,6,590,836.95,96
14038,5,1708,3069.88,99
14039,2,192,267.28000000000003,10
14040,35,4972,12523.81,335
14041,1,94,141.41,21
14042,1,180,431.98,21
14043,2,152,302.59999999999997,37
14044,10,2100,3077.7,533
14045,16,4459,10986.63,16
14046,1,460,154.99,14
14047,14,1541,3968.11,91
14048,3,467,748.69,126
14049,13,8480,13023.4,573
14050,2,689,746.36,49
14051,37,5709,21770.98,82
14052,2,174,466.66,115
14053,4,490,572.3,3
14054,1,62,92.46000000000001,6
14055,3,720,1520.96,33
14056,23,4252,8152.71,320
14057,22,6438,8346.66,244
14058,2,211,469.19,23
14059,1,128,183.6,8
14060,30,7419,8898.24,100
14061,3,133,917.4300000000001,17
14062,24,12794,25585.65,141
14063,9,3850,22710.2,30
14064,15,3911,3260.2400000000002,131
14065,3,582,891.02,42
14066,1,45,152.55,7
14067,2,361,374.7,51
14068,4,510,1516.72,93
14069,2,58,225.81,37
14070,1,85,321.6,40
14071,8,994,1437.57,271
14072,1,65,390.85,19
14073,1,130,151.04,13
14074,1,228,219.4,6
14075,6,1494,1734.87,59
14076,1,79,118.67,43
14077,6,376,615.08,43
14078,9,586,1553.47,107
14079,2,302,618.73,13
14080,5,268,1115.68,74
14081,10,3381,4867.57,465
14082,2,246,413.36,48
14083,11,760,1082.19,169
14084,1,306,150.5,7
14085,33,6434,9720.67,479
14086,1,1,39.95,1
14087,3,718,829.47,175
14088,16,15276,64036.8,436
14089,1,133,158.75,13
14090,1,72,76.32000000000001,1
14091,2,3316,9530.08,13
14092,24,3606,7229.45,169
14093,1,391,433.86,95
14094,1,158,311.77,41
14095,1,1,2.95,1
14096,17,16352,65164.79,1119
14097,2,352,422.86,39
14098,1,104,147.35,21
14099,20,3666,5750.91,273
14100,1,63,191.95,24
14101,13,10542,9961.93,19
14102,5,769,1105.8799999999999,35
14104,5,496,743.53,117
14105,5,3534,5988.83,200
14106,1,24,214.8,1
14107,11,3489,4877.3,102
14108,4,660,1044.96,49
14109,1,88,144.2,9
14110,33,5825,12987.95,177
14111,4,458,692.85,10
14112,13,3539,5834.59,199
14113,16,3439,7092.610000000001,76
14114,7,650,1364.09,72
14115,2,509,622.67,22
14116,5,707,1382.74,61
14117,1,72,90.0,3
14118,1,97,458.45,15
14119,2,177,183.37,11
14121,4,2082,2780.15,148
14122,3,114,362.42,12
14123,1,234,436.18,24
14124,1,1618,419.58,4
14125,3,1628,2720.63,159
14126,4,887,1172.46,37
14127,6,828,1900.0800000000002,96
14128,3,814,924.21,50
14129,9,1414,2591.34,40
14130,4,1215,1858.77,189
14131,1,105,168.22,45
14132,11,3368,3586.03,100
14133,4,398,911.14,33
14134,15,5814,11123.35,130
14135,24,8534,8839.67,138
14136,5,1148,1570.81,86
14137,1,462,332.7,11
14138,2,600,965.88,40
14139,4,1049,1086.8,48
14140,2,811,935.05,60
14141,4,355,915.13,27
14142,2,518,671.34,42
14143,1,30,115.8,7
14144,1,12,30.6,1
14145,7,1655,7600.05,11
14146,12,5780,9450.3,337
14147,9,995,2590.2,24
14148,2,223,466.29,15
14149,1,218,446.62,28
14150,2,496,658.64,23
14151,2,405,679.45,44
14152,7,1844,1997.3400000000001,104
14153,1,312,233.39999999999998,17
14154,8,3222,6460.7,236
14155,1,25,118.75,6
14157,5,521,978.69,75
14158,1,781,507.65999999999997,41
14159,20,6520,7860.8,706
14160,7,4661,8421.47,80
14161,7,1480,2996.93,202
14162,2,142,289.36,25
14163,5,950,2594.62,42
14164,2,1033,1631.77,28
14165,1,53,120.44,23
14166,2,82,251.15,39
14167,8,340,1274.29,48
14168,2,147,370.45,11
14169,2,205,621.51,50
14170,3,270,570.18,123
14171,2,211,498.79,61
14172,3,78,369.02,38
14173,6,194,586.0,30
14174,1,94,134.46,26
14175,8,3009,7678.88,237
14176,5,265,756.46,33
14177,13,1043,2209.69,141
14178,7,1494,1600.26,191
14179,2,319,701.57,135
14180,33,847,6117.5,125
14181,2,120,308.35,48
14182,4,174,678.77,42
14183,2,60,278.34000000000003,27
14184,1,127,452.89,24
14185,1,6,197.65,3
14186,5,1550,1550.63,75
14187,1,50,123.5,8
14188,6,1162,2054.36,34
14189,16,4392,5503.150000000001,199
14190,1,2,79.9,1
14191,15,3724,4817.66,147
14192,1,218,293.74,14
14193,3,653,1210.19,49
14194,36,10037,18670.59,432
14195,6,2144,2615.6,10
14196,1,142,335.52,6
14197,1,143,390.05,20
14198,9,623,1569.73,58
14199,4,254,1091.7,15
14200,1,140,379.2,21
14201,10,806,1193.54,47
14202,3,166,847.76,27
14203,1,80,339.34,16
14204,4,469,1024.83,186
14205,9,1342,2414.2,79
14206,3,930,1185.01,62
14207,1,36,157.8,2
14208,2,529,567.05,34
14209,15,1739,4993.27,133
14210,16,2511,5556.570000000001,143
14211,18,2575,4402.29,155
14212,2,2046,2190.14,18
14213,1,244,1192.2,5
14214,5,751,1004.38,64
14215,9,2181,3250.33,167
14216,5,712,2150.04,65
14217,23,1230,3298.59,122
14218,1,160,169.48000000000002,12
14219,3,363,633.83,39
14220,4,468,1515.0,26
14221,17,3808,6517.49,166
14222,1,607,683.17,41
14223,3,585,991.13,50
14224,9,826,1841.71,189
14225,4,1167,2031.07,70
14226,6,1714,2985.13,89
14227,15,4048,6368.71,246
14228,3,260,745.5,38
14229,7,934,2594.04,41
14230,3,246,979.8000000000001,27
14231,4,610,1235.6200000000001,66
14232,5,1941,2048.07,81
14233,7,1261,2904.27,42
14234,4,951,754.12,122
14235,9,3014,4717.99,107
14236,5,774,1555.34,39
14237,2,238,471.14,26
14238,3,189,434.23,13
14239,21,1729,4263.17,97
14240,3,655,1247.49,46
14241,2,242,333.7,12
14242,2,123,280.55,13
14243,17,3631,7217.75,235
14244,1,814,366.41999999999996,16
14245,2,976,1693.45,107
14246,3,804,1474.06,57
14247,5,378,753.56,82
14248,3,692,1032.95,41
14249,12,2383,5400.461,178
14250,3,1200,1904.05,94
14251,5,1674,2879.7000000000003,37
14252,1,111,350.99,10
14253,2,88,363.40000000000003,11
14254,1,263,601.03,23
14255,1,1,1000.63,1
14256,5,1147,2460.79,100
14257,9,3332,5954.45,167
14258,25,17488,32051.34,97
14259,1,68,120.0,5
14260,3,544,824.28,50
14261,2,406,1163.45,52
14262,8,1645,2618.23,87
14263,1,171,322.93,16
14264,6,553,1517.3600000000001,59
14266,1,24,40.56,1
14267,3,530,1516.24,25
14268,1,147,354.85,19
14269,1,123,295.73,16
14270,1,197,492.65000000000003,29
14271,2,148,214.18,38
14272,4,1097,920.81,62
14273,4,264,559.97,22
14274,1,178,256.6,15
14275,6,538,1189.3799999999999,14
14276,7,1406,2102.68,75
14278,1,131,205.83,13
14279,2,46,191.86,3
14280,1,52,134.04,8
14281,1,45,245.15,7
14282,25,5166,7250.76,100
14283,4,550,628.44,36
14284,3,510,1299.65,59
14285,8,954,3284.42,48
14286,7,8795,8479.76,270
14287,3,261,176.63,9
14288,1,188,426.6,16
14289,6,292,911.26,33
14290,8,1600,4516.56,120
14291,23,6146,7904.1,241
14292,16,3429,9226.25,120
14293,9,1558,2903.01,88
14294,1,190,375.34000000000003,23
14295,5,1029,2362.91,66
14296,2,314,456.4,27
14297,4,865,1305.33,48
14298,82,100272,91194.49,1370
14299,27,8136,14070.25,164
14300,1,32,43.2,3
14301,4,1686,1992.18,37
14302,3,298,742.9000000000001,25
14303,2,218,277.94,21
14304,3,775,1725.01,69
14305,3,1089,1858.96,96
14306,6,2065,3151.4,43
14307,10,2816,4287.92,205
14308,2,2,1147.02,1
14309,11,2583,3780.81,125
14310,1,230,492.1,22
14311,2,235,516.45,31
14312,11,1904,3090.29,148
14314,2,332,229.79999999999998,10
14315,8,1344,3197.82,83
14316,5,4494,1370.34,21
14317,1,255,508.58,24
14318,1,152,158.02,9
14319,1,329,494.85,26
14320,5,713,1346.75,68
14321,7,3275,2218.06,162
14322,4,158,474.1,10
14323,2,350,605.0600000000001,32
14324,2,402,701.61,41
14325,1,320,245.48000000000002,18
14326,3,572,940.98,54
14327,6,1296,1894.93,99
14328,1,1,445.05,1
14329,15,5913,9887.62,349
14330,1,103,200.63,13
14331,2,252,462.66,27
14332,5,875,1917.41,47
14333,1,58,415.2,15
14334,12,2986,4318.4800000000005,148
14336,4,1759,1614.91,77
14338,3,622,928.1,43
14339,2,456,620.27,21
14340,1,58,134.7,6
14341,18,2813,4452.02,185
14342,6,521,918.44,27
14343,4,626,1079.66,193
14344,20,1546,2993.05,140
14345,1,50,108.98,6
14346,5,1878,2315.75,123
14347,1,48,82.60000000000001,6
14348,1,183,409.57,18
14349,1,86,133.5,31
14350,3,543,972.03,55
14351,1,12,51.0,1
14352,4,538,1078.96,44
14353,3,344,376.5,18
14354,2,210,163.62,9
14355,3,617,840.0500000000001,57
14356,2,277,701.23,33
14357,1,147,225.12,39
14358,2,338,400.06,21
14359,3,371,912.1800000000001,44
14360,4,1139,2118.03,104
14361,1,251,214.71,14
14362,1,96,151.5,37
14363,2,105,227.47000000000003,8
14364,8,1967,3717.35,61
14365,2,557,634.68,50
14366,1,16,136.0,1
14367,16,4426,9227.82,270
14368,1,36,155.0,8
14369,2,255,469.13,24
14370,6,266,1175.78,37
14371,1,34,100.5,4
14372,2,378,860.08,36
14373,1,17,76.55,4
14374,1,20,108.0,7
14375,3,647,1106.82,176
14376,1,50,215.46,17
14377,2,219,617.05,11
14378,1,57,131.25,9
14379,4,712,1265.16,93
14380,1,1,48.96,1
14381,2,449,625.94,104
14382,2,1667,1193.6299999999999,227
14383,3,817,1247.69,49
14384,1,30,58.5,3
14385,3,159,202.10999999999999,13
14386,1,54,142.4,7
14387,3,795,1727.6,125
14388,16,4190,6388.2,184
14389,5,1388,1898.01,48
14390,13,2830,6150.03,197
14391,1,168,135.6,14
14392,1,114,266.4,14
14393,1,13,67.95,5
14394,1,58,93.8,6
14395,20,3872,7801.93,320
14396,7,959,1969.38,202
14397,19,1890,2612.96,18
14398,2,267,707.79,50
14399,8,965,2108.21,119
14400,3,1706,1732.47,71
14401,22,6401,6795.9,171
14402,1,240,285.6,8
14403,6,737,1880.51,20
14404,13,1577,2724.13,123
14405,1,100,195.0,2
14406,1,77,156.75,8
14407,6,1415,2157.73,67
14408,11,2438,4102.27,63
14409,9,2233,3427.29,76
14410,11,1369,2631.9,307
14411,1,196,1063.0,14
14412,3,1428,1426.19,75
14413,4,277,764.52,93
14414,8,2877,2399.33,99
14415,23,6263,11980.09,445
14416,2,326,490.22,13
14417,1,543,524.65,106
14418,3,1711,1937.25,114
14419,7,552,1254.64,118
14420,4,1120,1639.17,85
14421,6,1342,2469.37,72
14422,19,6067,10271.52,317
14423,3,419,916.61,12
14424,1,48,322.08,1
14425,3,325,661.39,35
14426,17,7023,11727.94,452
14427,4,538,1263.52,43
14428,5,428,1224.06,108
14429,1,286,516.28,22
14430,3,446,1220.9,29
14431,4,1202,2614.2,72
14432,6,2013,2248.5,256
14433,1,131,280.7,72
14434,6,368,1372.8,3
14435,1,282,90.42,3
14436,2,297,271.7,11
14437,5,420,873.34,34
14438,1,82,131.9,9
14440,13,1605,5982.03,63
14441,11,1260,4611.6900000000005,103
14443,5,1357,2082.9700000000003,119
14444,1,172,120.44,11
14445,1,83,221.65,32
14446,5,1091,1200.28,259
14447,6,913,1711.73,81
14448,2,104,375.35,20
14449,8,1604,2230.96,301
14450,7,522,1128.44,47
14451,12,1737,3258.68,245
14452,4,285,658.95,108
14453,1,49,119.93,22
14454,5,400,977.3000000000001,93
14455,4,706,617.72,65
14456,9,2885,3017.28,580
14457,1,88,113.64,4
14458,1,317,228.07,46
14459,2,2303,5375.741,113
14460,9,1879,1093.5,33
14461,13,3005,6676.91,515
14462,12,1063,2242.81,182
14463,4,210,786.5699999999999,7
14464,2,62,111.0,4
14465,11,2539,3925.85,128
14466,13,2507,4267.15,77
14467,12,1187,2203.2400000000002,144
14468,1,164,204.24,12
14469,4,973,2093.46,120
14470,3,282,712.04,56
14471,2,187,400.95,38
14472,9,1271,2118.72,173
14473,2,88,234.34,7
14474,2,448,1258.89,122
14475,4,541,1151.15,40
14476,1,110,193.0,17
14477,7,1120,1969.6,7
14478,4,1226,1276.66,59
14479,4,562,1124.71,127
14480,4,670,1299.52,52
14481,5,1568,2284.69,114
14482,12,2869,4306.72,185
14483,2,193,257.1,13
14484,4,744,1070.98,47
14485,1,70,162.8,44
14486,2,90,175.5,4
14487,7,761,1266.27,129
14488,1,799,1064.28,46
14489,4,1011,1574.93,65
14490,2,933,1273.47,72
14491,2,139,340.93,17
14492,7,751,1921.91,70
14493,10,3148,5087.86,292
14494,3,210,401.46,17
14495,3,68,174.8,7
14496,7,905,2363.89,64
14497,2,332,697.0600000000001,40
14498,10,2120,3900.83,276
14499,7,1231,2101.79,199
14500,3,117,356.85,6
14501,2,161,251.21,9
14502,11,1480,2429.83,368
14503,6,2004,3543.26,113
14504,4,308,673.26,85
14505,19,5325,11879.08,898
14506,7,936,2960.25,251
14507,11,1491,3216.7400000000002,182
14508,5,347,822.92,142
14509,1,38,110.95,25
14510,3,793,979.85,67
14511,5,784,1314.81,53
14512,7,736,1215.97,55
14513,6,593,788.01,15
14514,9,2362,4380.04,212
14515,12,1893,3724.06,109
14516,1,63,151.17,35
14517,2,91,330.45,17
14518,1,278,174.37,16
14519,2,81,203.14,38
14520,2,146,270.6,3
14521,1,211,199.45000000000002,17
14522,8,956,1748.42,34
14523,1,251,241.09,12
14524,13,1169,2909.86,250
14525,17,5106,8026.54,340
14526,1,178,258.65,41
14527,122,6647,27246.88,607
14528,1,278,364.21999999999997,18
14529,3,325,578.61,177
14530,16,2989,6088.87,269
14531,1,260,376.34,29
14532,11,1111,3845.78,209
14533,11,6038,3466.37,74
14534,26,2822,6187.66,437
14535,9,3214,5973.2300000000005,589
14536,1,39,170.95,18
14537,2,228,641.4,23
14538,5,284,1370.8400000000001,45
14539,2,428,537.48,31
14540,11,1595,3709.64,197
14541,14,1123,2491.38,99
14542,1,19,103.25,5
14543,39,2639,14587.87,106
14544,3,2412,2938.53,148
14545,1,236,349.25,23
14546,11,2688,5184.84,410
14547,8,2639,3974.75,198
14548,9,986,2541.29,66
14549,4,394,913.6,117
14550,4,771,1345.06,77
14551,7,486,878.09,69
14552,3,258,507.93,124
14553,9,1118,1818.6,233
14554,4,1443,2279.4900000000002,147
14555,6,842,2304.03,94
14556,3,323,815.69,158
14557,1,510,788.38,16
14558,3,162,655.5,13
14559,1,72,75.6,2
14560,44,4580,6114.03,60
14561,3,1014,1080.76,67
14562,26,2574,6638.150000000001,245
14563,2,279,640.54,95
14565,5,1940,3859.2200000000003,139
14567,2,412,1530.3600000000001,33
14569,4,257,597.33,31
14570,3,431,613.75,64
14571,1,56,160.0,30
14572,11,2878,5526.88,336
14573,13,683,2163.12,183
14574,1,63,143.70000000000002,11
14575,1,163,420.22,71
14576,1,12,35.400000000000006,1
14577,7,569,1364.15,104
14578,1,240,168.63,24
14579,1,56,105.56,24
14580,1,3,14.85,1
14581,2,304,409.65,59
14582,1,73,114.11,6
14583,8,1071,1660.29,353
14584,8,960,1738.16,127
14585,5,630,1143.27,88
14586,1,444,237.35999999999999,19
14587,9,749,1580.29,170
14588,1,62,135.39,16
14589,1,5,39.75,3
14590,20,901,2993.37,124
14591,4,1228,1320.21,138
14592,3,407,557.94,132
14593,12,1848,3665.53,436
14594,2,183,363.33,48
14595,8,1228,2164.45,119
14596,1,75,222.22,50
14597,6,1436,2184.63,79
14598,2,354,384.03999999999996,83
14599,2,292,457.89,77
14600,2,487,865.17,53
14601,1,168,213.96,7
14602,1,80,205.35999999999999,31
14603,1,400,660.0,2
14604,1,88,143.85999999999999,20
14605,4,416,921.5600000000001,88
14606,192,15217,29951.37,1262
14607,22,15335,23763.13,106
14608,11,927,3352.94,15
14609,10,12720,1486.2,6
14610,2,15,24.35,10
14611,2,582,604.33,37
14612,1,134,877.7,14
14613,1,72,76.32000000000001,1
14614,1,189,295.13,19
14615,5,495,951.76,40
14616,5,170,527.78,3
14617,2,81,190.47,7
14618,7,704,1342.32,40
14619,2,594,1291.24,58
14620,2,214,412.78000000000003,26
14621,9,1706,3000.57,134
14622,1,146,320.58000000000004,21
14623,10,1025,2016.98,193
14624,6,645,814.07,39
14625,11,2155,4497.88,167
14626,11,3135,5410.92,181
14627,1,284,462.75,29
14628,5,1147,1998.0,65
14629,2,378,955.26,133
14630,1,111,338.65,21
14631,6,1407,2025.69,65
14632,1,96,114.56,8
14633,1,96,344.90000000000003,20
14634,4,1906,2124.46,105
14635,1,118,215.22,15
14636,2,241,609.85,27
14637,1,100,106.68,7
14638,1,166,443.6,16
14639,9,2410,4978.96,203
14640,10,1645,3649.36,165
14641,1,90,110.46000000000001,7
14642,1,76,96.12,2
14643,5,1377,1679.89,57
14644,7,770,2247.72,50
14645,3,587,876.89,45
14647,2,175,506.04,42
14648,15,3265,4466.65,286
14649,9,2415,3651.19,374
14650,1,22,62.5,4
14651,9,880,2025.52,216
14652,1,53,114.18,29
14653,12,1969,3593.06,271
14654,1,273,246.86,27
14655,7,2341,3878.51,72
14656,5,309,790.0,148
14657,6,879,1450.19,143
14658,2,47,247.15,27
14659,9,1195,2529.93,147
14660,2,228,285.74,24
14661,1,35,107.95,4
14662,7,907,1376.43,199
14663,2,397,490.6,60
14664,2,465,636.24,78
14665,7,1144,2749.65,94
14666,1,161,195.25,14
14667,54,11939,20395.34,578
14668,1,49,111.63,10
14669,7,2043,3216.78,334
14670,3,423,583.33,159
14671,2,571,1127.45,48
14672,4,646,1113.14,93
14673,7,1822,3037.32,86
14674,1,103,173.66,14
14675,2,660,1015.58,196
14676,12,8792,8356.79,77
14677,1,139,184.91,14
14678,1,179,403.39,24
14679,3,794,1289.44,49
14680,58,26894,55688.5,222
14681,6,172,875.1500000000001,19
14682,6,949,1514.81,79
14683,1,386,146.56,21
14684,6,1005,1430.03,272
14685,8,1969,4536.64,109
14686,5,457,852.53,185
14687,3,850,1402.06,34
14688,28,5041,7190.42,197
14689,1,76,112.80000000000001,13
14690,4,341,777.6800000000001,69
14691,5,707,2114.33,50
14692,12,890,1715.14,101
14693,7,388,1165.3600000000001,43
14694,1,193,244.31,15
14695,3,661,1534.22,76
14696,8,1867,2473.28,137
14697,2,181,188.61,22
14698,5,602,1217.27,148
14699,4,484,702.6,45
14700,5,1606,3076.06,111
14701,15,1744,4487.11,455
14702,29,2878,6368.78,338
14703,1,183,318.17,22
14704,11,1164,1752.92,319
14705,1,100,179.0,1
14706,1,246,367.54,25
14707,2,96,139.2,1
14708,5,1159,1793.22,27
14709,25,4141,8886.33,105
14710,13,1135,1899.79,310
14711,11,966,2839.62,221
14712,4,411,1328.0700000000002,24
14713,21,3329,5115.76,222
14714,4,642,906.24,64
14715,8,1030,1825.45,102
14716,3,643,543.28,85
14717,1,32,81.3,11
14718,1,202,226.42,11
14719,5,1025,1581.84,177
14720,3,219,663.81,34
14721,1,57,109.07,24
14722,3,214,489.52,72
14723,11,1168,1803.06,287
14724,1,184,341.9,40
14725,4,1335,1252.74,85
14726,1,82,116.5,15
14727,3,458,463.73,43
14728,1,68,190.58,14
14729,3,372,586.24,126
14730,8,1078,1897.57,317
14731,3,256,380.02,38
14732,19,2273,5517.07,162
14733,15,5799,14335.15,140
14734,4,378,1056.42,48
14735,56,4513,12240.16,198
14736,2,148,374.05,70
14737,4,1071,3554.17,28
14738,9,757,1821.9,58
14739,25,9696,11573.62,129
14740,11,2081,4161.06,173
14741,7,1006,1713.0900000000001,48
14742,1,374,579.85,34
14743,1,40,50.480000000000004,3
14744,14,2399,3660.08,57
14745,12,1969,2551.41,74
14746,4,398,593.5,7
14747,1,84,328.2,18
14748,10,2422,2681.9,129
14749,1,403,310.15,18
14750,1,65,112.03,32
14751,2,65,126.45,7
14752,1,260,389.64000000000004,5
14753,2,412,869.51,45
14754,6,1010,1547.93,110
14755,25,4401,9972.550000000001,219
14756,3,1423,2653.76,102
14757,1,160,420.5,19
14758,7,840,2864.9700000000003,91
14759,3,569,1625.97,92
14760,1,40,89.2,5
14761,3,206,447.92,21
14762,2,428,417.57,28
14764,1,190,278.3,6
14765,3,135,254.11,38
14766,11,3999,6375.7300000000005,251
14767,1,117,382.81,18
14768,2,52,192.60000000000002,4
14769,17,11058,15514.11,834
14770,8,1598,3637.6400000000003,152
14771,2,622,594.62,46
14772,1,82,139.26,9
14773,1,53,140.55,10
14774,1,99,241.45000000000002,13
14775,3,1174,1011.9,57
14776,15,4658,3708.2999999999997,68
14777,1,212,307.56,16
14778,2,306,730.86,34
14779,3,84,386.15,40
14780,2,310,447.68,26
14782,1,114,200.10000000000002,6
14783,1,262,307.3,17
14784,3,363,449.93,25
14785,2,84,77.4,2
14786,1,112,90.96,7
14787,1,59,110.65,14
14788,3,719,1156.32,53
14789,1,116,197.64,6
14790,10,2642,2526.62,65
14791,1,127,303.63,19
14792,1,2,6.2,2
14793,2,361,625.9,39
14794,10,783,1953.9,85
14795,1,17,131.45000000000002,6
14796,27,7188,10169.33,487
14797,1,99,300.31,16
14798,8,601,724.31,30
14799,2,495,338.15000000000003,20
14800,17,6501,7191.33,337
14801,1,173,189.34,56
14802,2,2,1502.98,1
14803,3,370,845.5500000000001,35
14804,1,121,353.27,12
14805,7,416,1082.55,88
14806,2,423,303.43,17
14807,2,234,504.14,37
14808,8,2120,2718.6,176
14809,2,232,686.76,18
14810,13,1162,2354.03,125
14811,1,74,170.5,28
14812,1,135,178.85,36
14813,4,392,888.91,110
14814,1,93,154.21,28
14815,2,744,778.5,53
14816,1,5,271.85,4
14817,7,2462,3959.86,142
14818,6,543,1153.56,87
14819,4,170,456.41,52
14820,9,724,1274.76,51
14821,7,459,1230.15,65
14822,1,94,157.7,9
14823,3,88,321.43,56
14824,10,1954,4022.9100000000003,84
14825,24,2774,4735.08,187
14826,2,152,385.2,10
14828,13,9718,9839.460000000001,72
14829,7,957,1455.8700000000001,77
14830,1,164,188.88,39
14831,3,885,1676.57,67
14832,1,1,322.69,1
